tau,label,tsne1,tsne2
1,0,49.34829,14.5702715
1,0,4.359408,-13.567959
1,0,4.4352565,-15.068497
1,0,47.222645,22.81857
1,0,65.67427,34.67939
1,0,50.00049,3.1221895
1,0,49.592594,7.743481
1,0,23.836231,15.221974
1,0,60.61006,-23.970938
1,0,58.872726,-12.510247
1,0,-7.6146326,14.688172
1,0,11.669823,33.252224
1,0,1.2465369,35.576794
1,0,38.585854,-8.230777
1,0,22.889296,88.42581
1,0,80.037254,16.458593
1,0,45.412548,43.490227
1,0,93.002106,-12.238942
1,0,59.36172,24.061296
1,0,63.80313,-40.951504
1,0,80.40858,15.078238
1,0,47.21825,9.250613
1,0,11.22768,84.07312
1,0,29.726633,13.066064
1,0,24.927092,7.6667166
1,0,58.872864,-24.630594
1,0,-19.20663,20.431074
1,0,93.73083,-9.716308
1,0,52.00744,4.647717
1,0,-7.1516767,66.148056
1,0,-17.494684,-73.23843
1,0,47.36964,22.318195
1,0,59.976784,23.099367
1,0,79.34119,10.4477625
1,0,-18.38771,0.050880015
1,0,61.46589,-43.376484
1,0,16.877056,41.987865
1,0,16.88826,41.996433
1,0,76.14308,17.329967
1,0,51.940567,4.5304017
1,0,76.20389,10.24231
1,0,-68.71129,-14.394909
1,0,-61.59987,-25.861734
1,0,45.116302,-3.2598917
1,0,60.28428,-19.73621
1,0,50.759277,3.5147834
1,0,41.592846,38.39212
1,0,-12.08799,7.7474856
1,0,-64.57282,-12.400614
1,0,62.011288,-26.69692
1,0,93.5175,-9.772823
1,0,4.2569737,61.00051
1,0,80.46874,19.93932
1,0,73.41411,9.817373
1,0,66.60719,-28.389887
1,0,23.11277,-23.809807
1,0,-67.701225,-15.428057
1,0,-63.740883,-22.757412
1,0,42.20046,-0.3371088
1,0,21.155943,19.089518
1,0,4.3659153,63.65797
1,0,37.791058,3.469583
1,0,12.225587,82.70142
1,0,12.609331,84.830605
1,0,44.570084,-7.3326807
1,0,45.103504,0.78836596
1,0,40.10438,1.9261743
1,0,13.925024,-71.08425
1,0,17.392065,-34.891182
1,0,44.056747,43.156845
1,0,42.13431,37.870823
1,0,0.13670234,99.93021
1,0,-62.532597,-33.384975
1,0,78.22111,9.434101
1,0,67.99988,-42.417805
1,0,1.3703797,66.86168
1,0,-24.466377,14.063186
1,0,48.483273,6.117074
1,0,45.155308,41.88633
1,0,50.055508,3.1011295
1,0,80.58662,19.57241
1,0,11.444614,84.16942
1,0,10.90758,85.3973
1,0,0.59116036,98.676636
1,0,34.867954,-3.5863385
1,0,27.208551,38.03836
1,0,-9.255698,25.535425
1,0,0.22023438,99.267006
1,0,57.41115,-24.525896
1,0,51.454468,36.41668
1,0,4.5669575,97.35685
1,0,4.697341,96.948875
1,0,5.1048727,-31.120451
1,0,0.85133404,-35.40177
1,0,-16.719414,-0.35569373
1,0,33.816406,-20.039274
1,0,93.39534,-9.70229
1,0,62.03189,39.517284
1,0,66.81022,-24.425459
1,0,61.591236,-20.153748
1,0,52.578686,26.75359
1,0,51.268856,36.823128
1,0,81.18539,10.8585615
1,0,61.034622,-19.027742
1,0,74.01023,18.592022
1,0,-62.53252,-33.384937
1,0,63.875458,39.027412
1,0,51.38107,35.831436
1,1,-5.981495,-19.33468
1,0,68.71117,-41.05283
1,0,59.709393,-48.486073
1,0,86.21956,12.495563
1,0,29.43289,12.78804
1,0,79.12418,9.930279
1,0,67.50545,-24.90694
1,0,-1.360459,-16.5647
1,0,60.782543,-26.095898
1,0,33.748142,-2.6879723
1,0,66.32628,-24.640015
1,0,6.864876,-24.88193
1,0,16.898386,41.992317
1,0,16.820076,41.96859
1,0,48.726562,16.212437
1,0,-61.94169,-32.166103
1,0,-8.928766,21.420488
1,0,59.56085,23.930777
1,0,4.583173,-15.252275
1,0,64.41154,38.056263
1,0,38.994293,7.1547184
1,0,-47.409657,-27.694864
1,0,42.034603,37.51277
1,0,-45.83873,-27.83744
1,0,32.73187,0.3418604
1,0,24.978027,-21.59926
1,0,12.231506,83.24589
1,0,55.338192,-41.887806
1,0,20.532217,-22.343334
1,0,48.935787,8.134554
1,0,42.80992,44.137775
1,0,59.341663,-12.523724
1,0,55.902103,-22.99503
1,0,34.39311,-1.2199163
1,0,60.831203,-14.298297
1,0,39.80339,-10.845794
1,0,52.65844,26.930214
1,0,65.05732,-36.45135
1,0,22.613424,87.55211
1,0,86.11519,-6.0308914
1,0,76.86698,14.791168
1,0,-20.576458,-45.17873
1,0,-1.8874611,-4.231193
1,0,43.118156,43.335968
1,0,58.49888,-47.734306
1,0,39.062916,-5.4631214
1,0,-60.664787,-13.6120205
1,0,48.555836,8.479212
1,0,50.848377,1.8874261
1,0,57.100895,-24.67475
1,0,81.489296,17.525272
1,0,-9.454485,-21.433466
1,0,0.0153438635,47.301212
1,0,24.610332,10.110463
1,0,-3.341694,-29.733591
1,0,51.384937,37.309273
1,0,65.770096,-12.07509
1,0,67.51012,-24.865757
1,0,-0.12954374,3.4260862
1,0,26.404816,-44.88792
1,0,-0.9234092,69.42476
1,0,43.83826,44.687958
1,0,63.834076,36.63214
1,0,38.29799,-7.32386
1,0,-12.071041,-82.62997
1,0,-51.056156,48.939922
1,0,3.800432,31.871202
1,0,-30.935122,9.99289
1,0,76.50711,14.304186
1,0,87.35822,-4.6414347
1,0,-7.265013,-49.17788
1,0,13.601577,-71.28031
1,0,44.281685,-4.9639044
1,0,53.79242,6.3744283
1,0,47.664,9.473976
1,0,-46.07497,-45.842937
1,0,4.473066,-13.721117
1,0,15.166921,84.39013
1,0,12.463246,85.335144
1,0,49.080376,15.30082
1,0,-4.1968083,-15.591237
1,0,33.6082,4.3829575
1,0,45.6053,43.7679
1,0,4.7116194,-36.405193
1,0,34.18364,-6.2239394
1,0,78.66935,16.15753
1,0,9.711274,89.97673
1,0,80.53362,11.710076
1,0,59.029926,-24.738129
1,0,-2.3845882,-28.048046
1,0,6.093796,-26.279749
1,0,76.127396,14.391817
1,0,29.61974,13.083036
1,0,26.752514,-26.275045
1,0,42.878155,44.01549
1,0,81.49091,17.524977
1,0,-38.27167,13.793971
1,0,46.296738,-2.5291123
1,0,0.59116036,98.676636
1,0,19.325754,44.074196
1,0,-30.170141,9.726678
1,0,1.2031516,-38.5955
1,0,41.06923,-5.2978344
1,0,30.187855,-18.9534
1,0,10.7143345,84.13528
1,0,31.429634,-60.25554
1,0,22.72206,14.801393
1,0,35.747684,-7.662167
1,0,47.6245,9.470872
1,0,2.3261092,1.828412
1,0,12.931115,85.48286
1,0,12.27891,82.881065
1,0,42.134315,37.87083
1,0,-2.0983148,-7.2254443
1,0,65.09763,-43.507614
1,0,17.330807,-33.31083
1,0,1.7878245,97.797424
1,0,52.51362,-8.599719
1,0,24.554737,21.337463
1,0,63.182003,-43.875954
1,0,40.381523,5.217511
1,0,-41.35376,13.060423
1,0,86.092606,15.36384
1,0,60.434322,25.32675
1,0,4.9651885,-15.346646
1,0,85.62384,-5.6298623
1,0,86.68301,12.558467
1,0,4.566839,97.35612
1,0,57.330452,34.82796
1,0,12.899317,85.50032
1,0,12.675985,84.11418
1,0,-61.132347,-9.871769
1,0,-66.02484,-23.702105
1,0,35.044834,-4.6173162
1,0,24.509102,21.383142
1,0,40.10326,34.575535
1,0,-4.3611927,-2.6256318
1,0,91.895905,-8.153293
1,0,62.27331,-26.835505
1,0,57.770264,-50.073086
1,0,76.91067,11.358775
1,0,-25.647184,-53.0062
1,0,-51.621754,-26.289871
1,0,22.554285,88.201744
1,0,4.3987455,-13.76032
1,0,-5.729426,15.402653
1,0,61.67041,-41.809402
1,0,24.220104,-23.036463
1,0,11.419456,86.17428
1,0,85.681435,-5.2523174
1,0,-5.720574,16.207912
1,0,-40.576218,39.43011
1,0,41.957592,-21.637762
1,0,-21.716242,-5.26486
1,0,-61.69479,-9.042756
1,0,-9.724298,25.952139
1,0,-61.749695,-31.608847
1,0,68.309,-41.33321
1,0,61.52571,-43.05254
1,0,62.6195,-43.21182
1,0,62.243435,-41.86907
1,0,69.01865,-27.576881
1,0,60.416557,-22.823532
1,0,41.899975,43.827362
1,0,66.45199,-24.637066
1,0,44.879578,42.28725
1,0,33.855877,-7.4123487
1,0,66.612175,-28.405777
1,0,40.442825,-22.190035
1,0,44.596603,-7.912146
1,0,40.01245,23.46532
1,0,56.249958,10.902873
1,0,40.235226,1.8900189
1,0,60.38552,24.70825
1,0,72.03915,14.446728
1,0,86.19002,12.9896965
1,0,24.860064,38.899067
1,0,-63.694584,-15.549661
1,0,-60.63099,-23.190578
1,0,44.884155,42.741398
1,0,71.17334,15.940446
1,0,94.45647,-9.871739
1,0,87.72255,-5.752784
1,0,87.35895,-4.6464543
1,0,39.11435,-1.6620811
1,0,68.05833,-42.34281
1,0,72.64582,16.198023
1,0,64.80828,37.07813
1,0,3.959324,31.831121
1,0,44.684208,38.421375
1,0,49.900795,7.6749473
1,0,39.755714,-9.433929
1,0,-16.702785,-0.36617625
1,0,39.407967,10.375207
1,0,0.5004572,-11.115835
1,0,25.663877,37.976135
1,0,6.0563045,-26.997591
1,0,59.021435,-13.278449
1,0,21.777403,87.874435
1,0,-12.278859,8.35128
1,0,-65.194176,-25.776087
1,0,45.299755,26.546118
1,0,66.21755,42.57324
1,0,34.064392,4.4283285
1,0,29.106869,-23.306286
1,0,-42.916706,-11.507544
1,0,67.210495,35.83638
1,0,4.5932956,97.107315
1,0,10.677221,-34.904617
1,0,49.136845,21.568176
1,0,66.222115,42.614223
1,0,73.25095,15.392755
1,0,-13.660163,-15.830701
1,0,1.7024581,97.9081
1,0,59.92873,23.485586
1,0,37.58619,6.7277045
1,0,23.362194,-31.782167
1,0,39.79029,-10.974489
1,0,4.70481,96.97029
1,0,-30.4482,29.21139
1,0,-25.617907,32.523373
1,0,1.2228978,-24.171736
1,0,87.511,-10.556643
1,0,-68.709435,-14.397395
1,0,86.24585,12.325957
1,0,-60.8484,-32.30632
1,0,22.672396,88.602844
1,0,8.972901,-40.575283
1,0,52.633747,26.763802
1,0,73.66734,18.277653
1,0,81.47976,17.63432
1,0,51.996605,3.4816127
1,0,52.601265,3.260339
1,0,61.059395,-20.233837
1,0,41.194492,-22.39155
1,0,9.722183,89.95793
1,0,22.085867,88.680824
1,0,59.545944,-50.393127
1,0,56.87143,-13.767803
1,0,79.443794,13.395466
1,0,59.058834,-23.918728
1,0,56.428368,-24.40598
1,0,50.877422,-4.599748
1,0,26.782108,65.98145
1,0,57.20686,-21.788502
1,0,10.6406555,-63.60143
1,0,0.58642507,99.44532
1,0,-61.9233,-32.170395
1,0,86.98943,12.605756
1,0,66.08282,-13.201798
1,0,58.87899,-24.627117
1,0,77.80946,12.177168
1,0,-6.3634973,-18.79502
1,0,18.09736,25.598442
1,0,55.9557,11.552965
1,0,9.908866,89.53815
1,0,21.78924,88.32065
1,0,86.596825,-5.513928
1,0,85.833496,-6.324735
1,0,87.40446,-4.59939
1,0,67.55536,-27.249035
1,0,54.95363,-19.187874
1,0,44.67491,-3.9882836
1,0,-62.66024,-9.916331
1,0,56.46986,-24.519604
1,0,-62.89201,-24.242523
1,0,15.319253,11.8266945
1,0,44.879684,42.2872
1,0,49.739616,7.74102
1,0,39.633404,-1.9502922
1,0,76.84951,10.91501
1,0,65.2885,37.16389
1,0,63.40836,36.41434
1,0,56.098007,11.891469
1,0,73.38485,9.816782
1,0,-68.13597,-21.408968
1,0,58.173187,-43.790703
1,0,2.5049608,14.232573
1,0,21.209618,18.965525
1,0,67.67287,-39.647987
1,0,-42.579082,-0.8090588
1,0,57.634895,-43.348312
1,0,65.97845,-13.0654545
1,0,79.795555,11.233001
1,0,41.89647,43.14348
1,0,42.175285,37.881126
1,0,-4.909722,62.7452
1,0,2.0471365,-40.62192
1,0,39.456165,2.7237144
1,0,51.106407,3.210936
1,0,50.138878,3.0689433
1,0,56.061916,34.64933
1,0,50.54074,36.43191
1,0,61.18701,-15.440369
1,0,67.82486,-39.484257
1,0,6.1349483,-26.044506
1,0,-64.3703,-26.782505
1,0,56.167732,10.832498
1,0,-61.54471,-9.615335
1,0,-66.02485,-23.702105
1,0,41.11076,-2.4043665
1,0,46.90043,6.8498
1,0,11.616105,19.325886
1,0,41.444004,38.45903
1,0,93.345245,-9.871029
1,0,-19.70236,-47.71628
1,0,-31.826263,-12.321526
1,0,25.950089,-6.571699
1,0,45.28944,-1.179289
1,0,79.61358,10.752668
1,0,68.77186,-41.184734
1,0,83.93308,9.496474
1,0,28.75818,22.64636
1,0,66.0563,-25.232384
1,0,51.996147,3.4818985
1,0,48.086514,6.5447884
1,0,48.415913,7.616514
1,0,40.79215,37.99692
1,0,51.62911,36.5777
1,0,52.600685,3.258723
1,0,50.000526,3.1220827
1,0,31.929607,-1.9901812
1,0,44.87239,42.743923
1,0,51.792294,36.63096
1,0,21.06867,19.23361
1,0,-16.836895,-0.29259217
1,0,57.01793,-23.60829
1,0,51.64974,37.167492
1,0,27.184023,-39.69799
1,0,-2.7447891,65.63734
1,0,-24.478231,14.047232
1,0,-6.720989,59.831394
1,0,-38.29965,13.725469
1,0,56.644863,34.8301
1,0,45.89303,-3.0736294
1,0,-24.67382,14.132433
1,0,2.7746625,96.92592
1,0,-42.0083,3.038844
1,0,60.68831,-48.213154
1,0,56.921116,-13.352515
1,0,74.67806,13.116237
1,0,-2.4399161,70.222275
1,0,45.157246,10.920298
1,0,-65.624435,-26.64897
1,0,-15.008989,-77.47287
1,0,-42.30087,12.29168
1,0,31.133781,-13.350541
1,0,30.247421,-18.865751
1,0,-11.608352,-14.650629
1,0,51.743553,37.63495
1,0,-61.674988,-34.05688
1,0,48.156082,-1.5339754
1,0,-5.343856,64.88608
1,0,-10.8733635,31.661846
1,0,84.25657,13.60086
1,0,51.766697,3.9177825
1,0,42.070427,37.88497
1,0,-13.680945,-15.831303
1,0,-37.909603,41.746765
1,0,5.7883835,65.15512
1,0,18.669962,-11.129992
1,0,33.337894,-1.5969616
1,0,33.795303,-2.8511896
1,0,12.676558,84.11365
1,0,80.59599,19.55661
1,0,65.6253,37.970684
1,0,-3.0114634,65.78153
1,0,-22.791977,-75.35243
1,1,-44.830696,0.78371173
1,0,52.623974,3.2340293
1,0,85.840355,-4.151377
1,0,49.184505,8.34487
1,0,62.14612,39.58465
1,0,13.277557,84.51572
1,0,28.84488,12.973198
1,0,-2.707793,65.36404
1,0,37.836,6.8795934
1,0,47.186436,-3.1663578
1,0,61.31232,-40.89218
1,0,9.901121,8.382097
1,0,26.255646,41.00222
1,0,4.399486,63.822132
1,0,38.562046,-1.3685164
1,0,28.891855,-52.704384
1,0,33.299408,5.0942116
1,0,47.529316,6.797266
1,0,43.448357,44.851547
1,0,0.90123236,67.31664
1,0,42.839745,44.10127
1,0,74.50886,13.643863
1,0,86.548744,13.101497
1,1,-6.6993475,-7.7416954
1,0,81.51847,13.36987
1,0,63.184547,-39.863667
1,0,2.7214732,96.933815
1,0,49.652557,-2.0474796
1,0,76.9259,11.449731
1,0,48.453613,14.94863
1,0,46.9233,6.8516645
1,0,1.1298221,0.65399104
1,0,39.829124,38.182175
1,0,87.31827,12.566973
1,0,44.526646,38.43929
1,0,38.99547,-4.0788813
1,0,-6.707867,-49.751472
1,0,59.039566,-22.792376
1,0,4.1432114,-15.412193
1,0,-25.639538,-17.760765
1,0,68.4008,-41.136917
1,0,59.63714,24.024046
1,0,35.554806,5.0366726
1,0,-65.07009,-25.539913
1,0,-11.629961,11.127754
1,0,43.873314,43.432976
1,0,43.971462,38.755863
1,0,93.806725,-9.961773
1,0,-12.162564,7.7476883
1,0,-68.12074,-21.260845
1,0,34.78938,-5.6448884
1,0,76.24627,9.7703495
1,0,-8.107877,30.568026
1,0,24.629604,-52.96142
1,0,85.555305,-4.889987
1,0,48.9949,-1.0180199
1,0,60.458054,-49.138424
1,0,60.121902,-45.738037
1,0,86.750854,-5.116281
1,0,65.408455,-11.994743
1,0,42.24226,-2.185514
1,0,67.80202,-24.330153
1,0,41.00387,39.206745
1,0,-8.428237,52.67998
1,0,65.15435,-11.804951
1,0,-1.6160259,-16.308622
1,0,20.546566,-53.534935
1,0,58.94519,-22.27723
1,0,21.32325,23.423424
1,0,21.262426,18.832624
1,0,36.41784,-6.1210594
1,0,-16.966978,12.838077
1,0,87.514206,-10.626157
1,0,49.94311,-4.25527
1,0,25.106573,7.8796034
1,0,50.328907,2.9287968
1,0,43.00058,43.50781
1,0,-6.6527767,65.4963
1,0,58.09698,-12.439809
1,0,24.0029,-25.477446
1,0,81.486206,17.528212
1,0,15.3532,24.308983
1,0,2.0538151,62.523354
1,0,39.403225,-3.0964434
1,0,21.238731,-52.143703
1,0,24.865788,-21.652374
1,0,68.91942,-27.627766
1,0,-36.325672,2.670751
1,0,32.711544,-55.249584
1,0,-9.560771,67.19836
1,0,69.17732,-22.928297
1,0,60.359993,-20.38643
1,0,40.31156,38.116215
1,0,-65.07478,-25.534103
1,0,59.59786,-50.610844
1,0,53.595028,3.2697854
1,0,39.49169,-1.750129
1,0,-4.3370705,-16.096748
1,0,-1.3620332,-7.194904
1,0,76.993256,16.038904
1,0,44.41313,38.70806
1,0,59.623917,24.540268
1,0,56.66071,34.83785
1,0,44.519474,-7.51666
1,0,55.982048,11.585051
1,0,46.964806,23.55272
1,0,-55.73569,26.361423
1,0,86.34951,-5.7982535
1,0,20.71185,29.692738
1,0,63.962166,36.833855
1,0,66.453224,38.309677
1,0,86.56698,-5.6549587
1,0,2.7495053,96.90994
1,0,87.49736,12.113709
1,0,67.1131,-39.736034
1,0,65.315895,39.37569
1,0,23.73656,15.189566
1,0,31.247892,12.412512
1,0,42.19272,37.813156
1,0,76.25463,17.335365
1,0,23.816893,15.225853
1,0,-43.359653,26.33921
1,0,2.018076,-59.128647
1,0,4.359182,-13.563737
1,0,-7.79168,-50.44433
1,0,67.78547,-27.628422
1,0,59.00266,-19.126596
1,0,60.21012,-43.25998
1,0,42.195538,4.4387794
1,0,86.11581,-8.937424
1,0,1.1634483,-27.736559
1,0,25.09523,7.8700147
1,0,72.58966,16.397516
1,0,-5.707962,16.433067
1,0,67.77945,-27.57488
1,0,59.393612,-24.928566
1,0,-17.50257,-73.25614
1,0,65.28846,38.621494
1,0,1.9617059,-27.35138
1,0,66.00875,-13.190526
1,0,86.75568,12.405573
1,0,-63.136852,-33.505844
1,0,22.115818,88.70188
1,0,-64.753914,-12.271006
1,0,-61.367138,-25.3465
1,0,33.53444,-19.811953
1,0,60.156147,-43.92663
1,0,46.37586,22.987703
1,0,77.931305,13.205434
1,0,40.147617,-5.165648
1,0,10.098581,-35.338287
1,0,36.07643,9.517527
1,0,28.91757,21.219717
1,0,68.36283,-41.24182
1,0,55.807453,-22.512138
1,0,74.48004,18.331507
1,0,-61.044292,-14.710437
1,0,-68.14193,-20.853666
1,0,30.320631,-5.680861
1,0,76.41874,13.146486
1,0,-11.650365,-80.65333
1,0,53.794388,6.3752923
1,0,42.645283,37.47341
1,0,44.084343,39.015087
1,0,59.64471,24.59003
1,0,68.289154,40.376095
1,0,67.29231,-25.175295
1,0,85.82989,12.36058
1,0,49.527695,-3.5650115
1,0,80.54401,11.712429
1,0,-9.058886,6.3037877
1,0,-64.37027,-26.782343
1,0,43.042057,43.94542
1,0,42.07043,37.88497
1,0,12.885476,85.51135
1,0,13.014118,-49.214058
1,0,50.583817,35.948124
1,0,49.982895,3.1315084
1,0,-8.62646,29.398888
